source,code,country,elevation_ft,frequency_1_frequency,frequency_1_service,frequency_2_frequency,frequency_2_service,frequency_3_frequency,frequency_3_service,latitude,longitude,magnetic_variation,name,state,time_zone,type
vfr,LVE,Australia,,,,,,,,265100S,1521600E,,LINVILLE,QLD,,
vfr,LMGE,Australia,,,,,,,,170820S,1454330E,,LITTLE MULGRAVE,QLD,,
vfr,LRM,Australia,,,,,,,,380025S,1443500E,,LITTLE RIVER MOUTH,VIC,,
vfr,LBET,Australia,,,,,,,,345400S,1385200E,,LOBETHAL,SA,,
vfr,LSR,Australia,,,,,,,,380300S,1473500E,,LOCH SPORT,VIC,,
vfr,LOGI,Australia,,,,,,,,360436S,1464306E,,LOGIC CENTRE,VIC,,
vfr,LRF,Australia,,,,,,,,334431S,1511917E,,LONG REEF,NSW,,
vfr,LFC,Australia,,,,,,,,201230S,1482200E,,LONGFORD CREEK,QLD,,
vfr,LORN,Australia,,,,,,,,383236S,1435812E,,LORNE TOWNSHIP,VIC,,
vfr,LHD,Australia,,,,,,,,410400S,1464800E,,LOW HEAD,TAS,,
vfr,LWI,Australia,,,,,,,,162300S,1453400E,,LOW ISLETS,QLD,,
vfr,LRP,Australia,,,,,,,,430000S,1453000E,,LOW ROCKY PT,TAS,,
vfr,LWD,Australia,,,,,,,,272800S,1523500E,,LOWOOD,QLD,,
vfr,LNDA,Australia,,,,,,,,183200S,1462000E,,LUCINDA,QLD,,
vfr,LYNR,Australia,,,,,,,,172400S,1434500E,,LYND RIVER,QLD,,
vfr,MACB,Australia,,,,,,,,165100S,1454500E,,MACHANS BEACH,QLD,,
vfr,MZR,Australia,,,,,,,,231000S,1493000E,,MACKENZIE RIVER,QLD,,
vfr,MKV,Australia,,,,,,,,304230S,1525455E,,MACKSVILLE,NSW,,
vfr,MGEW,Australia,,,,,,,,345512S,1384048E,,MAGILL ESTATE WINERY,SA,,
vfr,MAS,Australia,,,,,,,,225318S,1501100E,,MAGNESITE MINE,QLD,,
vfr,MADO,Australia,,,,,,,,122630S,1304540E,,MANDORAH,NT,,
vfr,MDU,Australia,,,,,,,,323148S,1154318E,,MANDURAH,WA,,
vfr,MGL,Australia,,,,,,,,423930S,1471430E,,MANGALORE,TAS,,
vfr,MOP,Australia,,,,,,,,352330S,1471430E,,MANGOPLAH,NSW,,
vfr,MAL,Australia,,,,,,,,304500S,1504325E,,MANILLA,NSW,,
vfr,MNLY,Australia,,,,,,,,334754S,1511720E,,MANLY,NSW,,
vfr,MBHB,Australia,,,,,,,,272723S,1531128E,,MANLY BOAT HARBOUR,QLD,,
vfr,MTD,Australia,,,,,,,,125100S,1310730E,,MANTON DAM,NT,,
vfr,MBA,Australia,,,,,,,,170406S,1452506E,,MAREEBA,QLD,,
vfr,MRL,Australia,,,,,,,,423800S,1480500E,,MARIA ISLAND,TAS,,
vfr,MLIT,Australia,,,,,,,,350315S,1383045E,,MARINO LIGHT HOUSE,SA,,
vfr,MARQ,Australia,,,,,,,,165512S,1454337E,,MARINO'S QUARRY,QLD,,
vfr,MRBR,Australia,,,,,,,,335700S,1511524E,,MAROUBRA BEACH,NSW,,
vfr,MAR,Australia,,,,,,,,344930S,1472100E,,MARRAR,NSW,,
vfr,MARR,Australia,,,,,,,,405438S,1444227E,,MARRAWAH,TAS,,
vfr,MHT,Australia,,,,,,,,381900S,1445900E,,MARTHA PT,VIC,,
vfr,MKN,Australia,,,,,,,,204700S,1395900E,,MARY KATHLEEN,QLD,,
vfr,MVL,Australia,,,,,,,,373100S,1454500E,,MARYSVILLE,VIC,,
vfr,MHD,Australia,,,,,,,,233200S,1514400E,,MASTHEAD ISLAND,QLD,,
vfr,MRH,Australia,,,,,,,,235600S,1511500E,,MAURICE HILL,QLD,,
vfr,MAYD,Australia,,,,,,,,424549S,1463550E,,MAYDENA,TAS,,
vfr,MYF,Australia,,,,,,,,335745S,1503730E,,MAYFIELD,NSW,,
vfr,MAYL,Australia,,,,,,,,315648S,1155412E,,MAYLANDS POLICE ACADEMY,WA,,
vfr,MGBH,Australia,,,,,,,,382656S,1470557E,,MCGAURAN BEACH,VIC,,
vfr,MVAL,Australia,,,,,,,,351330S,1383250E,,MCLAREN VALE,SA,,
vfr,MCTY,Australia,,,,,,,,374830S,1445730E,,MELBOURNE CBD,VIC,,
vfr,MCG,Australia,,,,,,,,374912S,1445900E,,MELBOURNE CRICKET GROUND,VIC,,
vfr,MELS,Australia,,,,,,,,374100S,1443400E,,MELTON SOUTH,VIC,,
vfr,MEG,Australia,,,,,,,,340730S,1504430E,,MENANGLE,NSW,,
vfr,MRI,Australia,,,,,,,,225200S,1490200E,,MERION,QLD,,
vfr,MRJ,Australia,,,,,,,,370700S,1461500E,,MERRIJIG,VIC,,
vfr,MIAR,Australia,,,,,,,,205100S,1163636E,,MIAREE POOL BRIDGE,WA,,
vfr,MHGO,Australia,,,,,,,,354300S,1491000E,,MICHELAGO,NSW,,
vfr,MII,Australia,,,,,,,,204130S,1484540E,,MIDGE ISLAND,QLD,,
vfr,MCRO,Australia,,,,,,,,352215S,1492529E,,MILLS CROSS,NSW,,
vfr,MSTM,Australia,,,,,,,,213700S,1170400E,,MILLSTREAM STN,WA,,
vfr,MPO,Australia,,,,,,,,231100S,1411500E,,MILPEROO,QLD,,
vfr,MIJ,Australia,,,,,,,,110854S,1323450E,,MINJILANG,NT,,
vfr,MISB,Australia,,,,,,,,175215S,1460625E,,MISSION BEACH,QLD,,
vfr,MSC,Australia,,,,,,,,175300S,1460600E,,MISSION BEACH,QLD,,
vfr,MITI,Australia,,,,,,,,361242S,1441348E,,MITIAMO,VIC,,
vfr,MFBH,Australia,,,,,,,,264719S,1530830E,,MOFFAT BEACH,QLD,,
vfr,MFH,Australia,,,,,,,,264723S,1530823E,,MOFFAT HEAD,QLD,,
vfr,MBH,Australia,,,,,,,,264200S,1530800E,,MOOLOOLABA,QLD,,
vfr,MVC,Australia,,,,,,,,374600S,1445600E,,MOONEE VALLEY RACECOURSE,VIC,,
vfr,MIE,Australia,,,,,,,,274300S,1502200E,,MOONIE,QLD,,
vfr,MPSC,Australia,,,,,,,,335410S,1511253E,,MOORE PARK SUPA CENTRE,NSW,,
vfr,MORN,Australia,,,,,,,,425126S,1472443E,,MORNINGTON,TAS,,
vfr,MSV,Australia,,,,,,,,343131S,1502518E,,MOSS VALE,NSW,,
vfr,MMA,Australia,,,,,,,,162730S,1452220E,,MOSSMAN,QLD,,
vfr,BAK,Australia,,,,,,,,350440S,1385200E,,MOUNT BARKER,SA,,
vfr,MBST,Australia,,,,,,,,233400S,1341630E,,MOUNT BENSTEAD,NT,,
vfr,MBC,Australia,,,,,,,,191700S,1463330E,,MOUNT BLACK,QLD,,
vfr,MBK,Australia,,,,,,,,210200S,1485630E,,MOUNT BLACKWOOD,QLD,,
vfr,MTBL,Australia,,,,,,,,191600S,1464120E,,MOUNT BOHLE,QLD,,
vfr,MBR,Australia,,,,,,,,350715S,1384200E,,MOUNT BOLD RESV,SA,,
vfr,MTB,Australia,,,,,,,,333707S,1501627E,,MOUNT BOYCE,NSW,,
vfr,MCAR,Australia,,,,,,,,245500S,1482300E,,MOUNT CARNARVON,QLD,,
vfr,MCHR,Australia,,,,,,,,303300S,1331300E,,MOUNT CHRISTIE,SA,,
vfr,MCOM,Australia,,,,,,,,352100S,1383700E,,MOUNT COMPASS,SA,,
vfr,MTK,Australia,,,,,,,,322500S,1161824E,,MOUNT COOKE,WA,,
vfr,MTC,Australia,,,,,,,,263340S,1530500E,,MOUNT COOLUM,QLD,,
vfr,MTBA,Australia,,,,,,,,301315S,1530300E,,MOUNT CORAMBA,NSW,,
vfr,TCR,Australia,,,,,,,,351830S,1484835E,,MOUNT COREE,ACT,,
vfr,MCOO,Australia,,,,,,,,273720S,1531300E,,MOUNT COTTON,QLD,,
vfr,MCOT,Australia,,,,,,,,374548S,1443712E,,MOUNT COTTRELL,VIC,,
vfr,MUE,Australia,,,,,,,,320736S,1161748E,,MOUNT DALE,WA,,
vfr,MDY,Australia,,,,,,,,320800S,1203000E,,MOUNT DAY,WA,,
vfr,MELE,Australia,,,,,,,,162700S,1445600E,,MOUNT ELEPHANT,QLD,,
vfr,MEV,Australia,,,,,,,,251100S,1250400E,,MOUNT EVERARD,WA,,
vfr,MFN,Australia,,,,,,,,213730S,1492310E,,MOUNT FUNNEL,QLD,,
vfr,MGLO,Australia,,,,,,,,272000S,1524600E,,MOUNT GLORIOUS,QLD,,
vfr,MVT,Australia,,,,,,,,273300S,1530430E,,MOUNT GRAVATT,QLD,,
vfr,MJK,Australia,,,,,,,,301200S,1190600E,,MOUNT JACKSON HS,WA,,
vfr,MTKI,Australia,,,,,,,,252600S,1333800E,,MOUNT KINGSTON,NT,,
vfr,MLI,Australia,,,,,,,,232330S,1501915E,,MOUNT LION,QLD,,
vfr,MLUY,Australia,,,,,,,,223600S,1333200E,,MOUNT LUCY,NT,,
vfr,MCD,Australia,,,,,,,,372230S,1443435E,,MOUNT MACEDON,VIC,,
vfr,MTMA,Australia,,,,,,,,272800S,1512900E,,MOUNT MARIA,QLD,,
vfr,MMY,Australia,,,,,,,,164040S,1451945E,,MOUNT MOLLOY,QLD,,
vfr,MOB,Australia,,,,,,,,301902S,1525135E,,MOUNT MOOMBIL,NSW,,
vfr,MGN,Australia,,,,,,,,233840S,1502330E,,MOUNT MORGAN,QLD,,
vfr,MTM,Australia,,,,,,,,352115S,1490745E,,MOUNT MUGGA,ACT,,
vfr,MIY,Australia,,,,,,,,263315S,1525930E,,MOUNT NINDERRY,QLD,,
vfr,OOR,Australia,,,,,,,,240530S,1340010E,,MOUNT OORAMINNA,NT,,
vfr,MPG,Australia,,,,,,,,352600S,1493600E,,MOUNT PALERANG,NSW,,
vfr,PIPR,Australia,,,,,,,,371218S,1450012E,,MOUNT PIPER,VIC,,
vfr,MPT,Australia,,,,,,,,344630S,1390300E,,MOUNT PLEASANT,SA,,
vfr,SOV,Australia,,,,,,,,281256S,1532534E,,MOUNT SOMERVILLE RADAR,NSW,,
vfr,MTEW,Australia,,,,,,,,202200S,1440300E,,MOUNT STEWAN,QLD,,
vfr,MUM,Australia,,,,,,,,351900S,1490030E,,MOUNT STROMLO,ACT,,
vfr,MUSD,Australia,,,,,,,,212400S,1211200E,,MOUNT SYDNEY,WA,,
vfr,MTLR,Australia,,,,,,,,352224S,1490436E,,MOUNT TAYLOR,ACT,,
vfr,MTY,Australia,,,,,,,,273500S,1513400E,,MOUNT TYSON,QLD,,
vfr,MUO,Australia,,,,,,,,234420S,1340610E,,MOUNT UNDOOLYA,NT,,
vfr,MVO,Australia,,,,,,,,241400S,1181400E,,MOUNT VERNON HS,WA,,
vfr,MVI,Australia,,,,,,,,333500S,1501500E,,MOUNT VICTORIA,NSW,,
vfr,MTWK,Australia,,,,,,,,274720S,1523326E,,MOUNT WALKER,QLD,,
vfr,MTWG,Australia,,,,,,,,282400S,1531600E,,MOUNT WARNING,NSW,,
vfr,MTWN,Australia,,,,,,,,373336S,1464836E,,MOUNT WELLINGTON,VIC,,
vfr,MWH,Australia,,,,,,,,231335S,1504059E,,MOUNT WHEELER,QLD,,
vfr,MWK,Australia,,,,,,,,205706S,1162506E,,MOUNT WILKIE,WA,,
vfr,MBKR,Australia,,,,,,,,191048S,1463912E,,MOUTH OF THE BLACK RIVER,QLD,,
vfr,MBHR,Australia,,,,,,,,191148S,1464206E,,MOUTH OF THE BOHLE RIVER,QLD,,
vfr,MMT,Australia,,,,,,,,192100S,1463606E,,MT MARGARET,QLD,,
vfr,MUDI,Australia,,,,,,,,272000S,1531500E,,MUD ISLAND,QLD,,
vfr,MEER,Australia,,,,,,,,280500S,1532200E,,MUDGEERABA,QLD,,
vfr,MUP,Australia,,,,,,,,314830S,1154330E,,MULLALOO PT,WA,,
vfr,LLN,Australia,,,,,,,,250212S,1530000E,,MULLEN,QLD,,
vfr,MBBY,Australia,,,,,,,,283300S,1533000E,,MULLUMBIMBY,NSW,,
vfr,MWR,Australia,,,,,,,,315715S,1160930E,,MUNDARING WEIR,WA,,
vfr,MAA,Australia,,,,,,,,262700S,1473300E,,MUNGALLALA,QLD,,
vfr,MUNM,Australia,,,,,,,,272430S,1515230E,,MUNIGANEEN MT,QLD,,
vfr,MHY,Australia,,,,,,,,272745S,1520315E,,MURPHY'S CREEK,QLD,,
vfr,MBD,Australia,,,,,,,,350900S,1391833E,,MURRAY BRIDGE,SA,,
vfr,MYW,Australia,,,,,,,,250200S,1391200E,,MURRAY DOWNS,QLD,,
vfr,MMM,Australia,,,,,,,,345820S,1490130E,,MURRUMBATEMAN,NSW,,
vfr,MUI,Australia,,,,,,,,314600S,1505000E,,MURRURUNDI,NSW,,
vfr,MUR,Australia,,,,,,,,281930S,1532350E,,MURWILLUMBAH,NSW,,
vfr,MUEE,Australia,,,,,,,,185700S,1461800E,,MUTARNEE,QLD,,
vfr,MRTL,Australia,,,,,,,,194200S,1463200E,,MYRTLE,QLD,,
vfr,NMB,Australia,,,,,,,,263740S,1525730E,,NAMBOUR,QLD,,
vfr,NHS,Australia,,,,,,,,303840S,1530030E,,NAMBUCCA HEADS,NSW,,
vfr,NAA,Australia,,,,,,,,200900S,1485400E,,NARA INLET,QLD,,
vfr,NAMA,Australia,,,,,,,,361200S,1500800E,,NAROOMA,NSW,,
vfr,NRW,Australia,,,,,,,,380100S,1451800E,,NARRE WARREN,VIC,,
vfr,NOOG,Australia,,,,,,,,101500S,1423000E,,NARROOGAL,QLD,,
vfr,NKBO,Australia,,,,,,,,320400S,1443700E,,NECKARBOO,NSW,,
vfr,NEM,Australia,,,,,,,,310730S,1505930E,,NEMINGHA,NSW,,
vfr,NPBR,Australia,,,,,,,,334551S,1503933E,,NEPEAN BRIDGE,NSW,,
vfr,NEN,Australia,,,,,,,,275915S,1532015E,,NERANG,QLD,,
vfr,NGI,Australia,,,,,,,,101436S,1422439E,,NGULUPI,QLD,,
vfr,NTT,Australia,,,,,,,,283230S,1531730E,,NIMBIN TV TOWERS,NSW,,
vfr,NIM,Australia,,,,,,,,120600S,1434700E,,NIMROD PASSAGE,QLD,,
vfr,NDI,Australia,,,,,,,,282100S,1484900E,,NINDIGULLY,QLD,,
vfr,NARL,Australia,,,,,,,,350830S,1382920E,,NOARLUNGA,SA,,
vfr,NBB,Australia,,,,,,,,325454S,1514724E,,NOBBYS HEAD,NSW,,
vfr,NDY,Australia,,,,,,,,134400S,1434500E,,NODDY REEF,QLD,,
vfr,NOME,Australia,,,,,,,,192236S,1465512E,,NOME,QLD,,
vfr,NNDO,Australia,,,,,,,,283700S,1482600E,,NOONDOO,QLD,,
vfr,NOSA,Australia,,,,,,,,262230S,1530700E,,NOOSA HEADS,QLD,,
vfr,NEQ,Australia,,,,,,,,375630S,1443500E,,NORTH EAST QUARRY,VIC,,
vfr,NOHD,Australia,,,,,,,,334918S,1511730E,,NORTH HEAD,NSW,,
vfr,NORT,Australia,,,,,,,,320436S,1154925E,,NORTH LAKE,WA,,
vfr,NSTA,Australia,,,,,,,,285500S,1502500E,,NORTH STAR,NSW,,
vfr,NBRR,Australia,,,,,,,,231643S,1503518E,,NORTHERN TIP BERSERKERS,QLD,,
vfr,NRWN,Australia,,,,,,,,273330S,1512245E,,NORWIN,QLD,,
vfr,NUDG,Australia,,,,,,,,272130S,1530530E,,NUDGEE TIP,QLD,,
vfr,NUA,Australia,,,,,,,,412330S,1471800E,,NUNAMARA,TAS,,
vfr,NUN,Australia,,,,,,,,312800S,1510730E,,NUNDLE,NSW,,
vfr,NUPA,Australia,,,,,,,,342900S,1390000E,,NURIOOTPA,SA,,
vfr,NCHU,Australia,,,,,,,,165036S,1442742E,,NYCHUM,QLD,,
vfr,OAKF,Australia,,,,,,,,321212S,1155530E,,OAKFORD,WA,,
vfr,OAT,Australia,,,,,,,,421800S,1472200E,,OATLANDS,TAS,,
vfr,OBC,Australia,,,,,,,,315340S,1154518E,,OBSERVATION CITY,WA,,
vfr,OBSH,Australia,,,,,,,,285800S,1320000E,,OBSERVATORY HILL,SA,,
vfr,OBY,Australia,,,,,,,,222600S,1483800E,,OLD BOMBANDY,QLD,,
vfr,OLCO,Australia,,,,,,,,225600S,1415200E,,OLD CORK,QLD,,
vfr,ONPK,Australia,,,,,,,,340030S,1504431E,,ORAN PARK,NSW,,
vfr,ORKS,Australia,,,,,,,,190636S,1465254E,,ORCHARD ROCKS,QLD,,
vfr,ORF,Australia,,,,,,,,111800S,1424900E,,ORFORD NESS,QLD,,
vfr,OHB,Australia,,,,,,,,344630S,1382900E,,OUTER HARBOR,SA,,
vfr,OVL,Australia,,,,,,,,262400S,1142800E,,OVERLANDER,WA,,
vfr,OEN,Australia,,,,,,,,341612S,1383230E,,OWEN,SA,,
vfr,OWS,Australia,,,,,,,,235230S,1332820E,,OWEN SPRINGS,NT,,
vfr,OFD,Australia,,,,,,,,275300S,1531900E,,OXENFORD,QLD,,
vfr,PCVE,Australia,,,,,,,,164500S,1454000E,,PALM COVE,QLD,,
vfr,PFRM,Australia,,,,,,,,170236S,1454542E,,PALM FARM,QLD,,
vfr,PLW,Australia,,,,,,,,280200S,1522430E,,PALM MEADOWS,QLD,,
vfr,PLU,Australia,,,,,,,,185720S,1460840E,,PALUMA DAM,QLD,,
vfr,SFG,Australia,,,,,,,,280105S,1532230E,,PARADISE GARDENS,QLD,,
vfr,PKR,Australia,,,,,,,,274216S,1530220E,,PARK RIDGE WATER TOWER,QLD,,
vfr,PRKH,Australia,,,,,,,,231815S,1503050E,,PARKHURST,QLD,,
vfr,PRT,Australia,,,,,,,,334900S,1510018E,,PARRAMATTA,NSW,,
vfr,PAA,Australia,,,,,,,,333306S,1511545E,,PATONGA,NSW,,
vfr,PECO,Australia,,,,,,,,184100S,1455900E,,PEACOCK,QLD,,
vfr,PDNE,Australia,,,,,,,,221500S,1481100E,,PEAK DOWNS MINE,QLD,,
vfr,PEAR,Australia,,,,,,,,335700S,1341600E,,PEARSON ISLES,SA,,
vfr,PCCK,Australia,,,,,,,,251400S,1505400E,,PELICAN CREEK,QLD,,
vfr,PENH,Australia,,,,,,,,334424S,1510412E,,PENNANT HILLS STROBE,NSW,,
vfr,PENT,Australia,,,,,,,,334530S,1504200E,,PENRITH,NSW,,
vfr,PVS,Australia,,,,,,,,213448S,1240936E,,PERCIVAL LAKES,WA,,
vfr,PEG,Australia,,,,,,,,263100S,1530600E,,PEREGIAN,QLD,,
vfr,PCKD,Australia,,,,,,,,271820S,1520715E,,PERSEVERENCE CREEK DAM,QLD,,
vfr,PCTY,Australia,,,,,,,,315716S,1155125E,,PERTH CITY,WA,,
vfr,PTI,Australia,,,,,,,,271600S,1525830E,,PETRIE,QLD,,
vfr,PIB,Australia,,,,,,,,320215S,1160642E,,PICKERING BROOK GOLF COURSE,WA,,
vfr,PIL,Australia,,,,,,,,303415S,1525900E,,PICKET HILL,NSW,,
vfr,PCA,Australia,,,,,,,,191100S,1465100E,,PICNIC BAY,QLD,,
vfr,PNP,Australia,,,,,,,,335848S,1510006E,,PICNIC PT,NSW,,
vfr,PIC,Australia,,,,,,,,341030S,1503700E,,PICTON,NSW,,
vfr,PIG,Australia,,,,,,,,360045S,1464730E,,PIGGERY,NSW,,
vfr,PIPT,Australia,,,,,,,,343400S,1375300E,,PINE PT,SA,,
vfr,PING,Australia,,,,,,,,324530S,1183730E,,PINGARING,WA,,
vfr,PII,Australia,,,,,,,,233030S,1503830E,,PIRATE POINT,QLD,,
vfr,PWH,Australia,,,,,,,,274315S,1513800E,,PITTSWORTH,QLD,,
vfr,PTOM,Australia,,,,,,,,375300S,1445900E,,POINT ORMOND,VIC,,
vfr,PSS,Australia,,,,,,,,324445S,1521230E,,POINT STEPHENS LIGHTHOUSE,NSW,,
vfr,PRP,Australia,,,,,,,,275611S,1532531E,,PORPOISE PT,QLD,,
vfr,PAL,Australia,,,,,,,,345100S,1383000E,,PORT ADELAIDE,SA,,
vfr,PMA,Australia,,,,,,,,233500S,1505130E,,PORT ALMA,QLD,,
vfr,POMP,Australia,,,,,,,,383712S,1425942E,,PORT CAMPBELL,VIC,,
vfr,PDV,Australia,,,,,,,,432000S,1455300E,,PORT DAVEY,TAS,,
vfr,PTD,Australia,,,,,,,,162900S,1452750E,,PORT DOUGLAS,QLD,,
vfr,PJUL,Australia,,,,,,,,344000S,1375240E,,PORT JULIA,SA,,
vfr,PMG,Australia,,,,,,,,120000S,1415600E,,PORT MUSGRAVE,QLD,,
vfr,PNE,Australia,,,,,,,,340700S,1362100E,,PORT NEILL,SA,,
vfr,PNL,Australia,,,,,,,,350900S,1382800E,,PORT NOARLUNGA,SA,,
vfr,PIPS,Australia,,,,,,,,381736S,1443800E,,PORT PHILLIP HEADS,VIC,,
vfr,PVCT,Australia,,,,,,,,344654S,1375139E,,PORT VINCENT,SA,,
vfr,POWR,Australia,,,,,,,,320543S,1154524E,,POWERHOUSE,WA,,
vfr,PWLC,Australia,,,,,,,,373645S,1444640E,,POWERLINE CROSSING,VIC,,
vfr,PRES,Australia,,,,,,,,204500S,1251000E,,PRESCOTT LAKES,WA,,
vfr,PRS,Australia,,,,,,,,425300S,1474000E,,PRIMROSE SANDS,TAS,,
vfr,PCB,Australia,,,,,,,,142000S,1440700E,,PRINCESS CHARLOTTE BAY,QLD,,
vfr,PSP,Australia,,,,,,,,334900S,1505500E,,PROSPECT RESV,NSW,,
vfr,PSF,Australia,,,,,,,,424030S,1474930E,,PROSSERS SUGARLOAF,TAS,,
vfr,PSTO,Australia,,,,,,,,261000S,1513600E,,PROSTON,QLD,,
vfr,DNGR,Australia,,,,,,,,280954S,1533306E,,PT DANGER,NSW,,
